-1570,-670,1,,0,1
1570,-1110,1,,0,1
-990,1050,4,,0,1
1570,-1130,1,,0,1
-1090,790,4,,0,1
210,1170,1,,0,1
-370,1170,1,,0,1
-1290,-1170,1,,0,1
-630,-770,5,,0,1
-1550,-1170,1,,0,1
950,1170,1,,0,1
1570,-230,1,,0,1
1570,1050,1,,0,1
550,1170,1,,0,1
1570,-330,1,,0,1
-1570,-330,1,,0,1
870,-1170,1,,0,1
1570,-710,1,,0,1
350,-1170,1,,0,1
430,1170,1,,0,1
-1570,-370,1,,0,1
1570,-830,1,,0,1
-150,930,6,,0,1
-370,110,8,,0,1
-290,1170,1,,0,1
-390,-1170,1,,0,1
-1570,90,1,,0,1
-1050,1170,1,,0,1
1250,-1170,1,,0,1
-1570,910,1,,0,1
-1570,-470,1,,0,1
-790,-1170,1,,0,1
670,1170,1,,0,1
-1530,1170,1,,0,1
10,-1170,1,,0,1
-630,1170,1,,0,1
-1430,1170,1,,0,1
-1570,-970,1,,0,1
1010,1170,1,,0,1
-970,-1170,1,,0,1
-630,890,4,,0,1
1070,810,8,,0,1
1570,530,1,,0,1
-1570,70,1,,0,1
-970,1170,1,,0,1
470,-1170,1,,0,1
1570,-450,1,,0,1
670,-1170,1,,0,1
-1570,-170,1,,0,1
1570,-910,1,,0,1
-1570,-1150,1,,0,1
-830,1170,1,,0,1
-990,-1170,1,,0,1
-1230,650,6,,0,1
1570,-950,1,,0,1
-570,-1170,1,,0,1
810,-1170,1,,0,1
-1570,-130,1,,0,1
1570,230,1,,0,1
-710,1170,1,,0,1
-650,1170,1,,0,1
-1570,-590,1,,0,1
730,1170,1,,0,1
1570,-150,1,,0,1
-1350,50,4,,0,1
-1330,230,4,,0,1
-1570,350,1,,0,1
-1250,-1170,1,,0,1
1570,-1070,1,,0,1
1570,-610,1,,0,1
-1250,1170,1,,0,1
-1570,-1070,1,,0,1
390,-1170,1,,0,1
-670,-730,5,,0,1
-1330,1170,1,,0,1
-1370,-1170,1,,0,1
1570,1090,1,,0,1
510,270,8,,0,1
-1310,-1170,1,,0,1
-510,-1170,1,,0,1
290,-510,4,,0,1
-1270,-1170,1,,0,1
1570,630,1,,0,1
-1570,170,1,,0,1
-710,990,4,,0,1
1230,1170,1,,0,1
-50,-1170,1,,0,1
-850,-1170,1,,0,1
-1570,-290,1,,0,1
530,-1170,1,,0,1
150,1170,1,,0,1
1570,150,1,,0,1
1190,-1070,8,,0,1
1390,-1170,1,,0,1
590,-1170,1,,0,1
450,-1170,1,,0,1
1270,-1170,1,,0,1
-1570,990,1,,0,1
-1450,1170,1,,0,1
-1570,950,1,,0,1
-1570,510,1,,0,1
-1070,-430,4,,0,1
-1570,490,1,,0,1
550,930,6,,0,1
-1570,470,1,,0,1
1570,-930,1,,0,1
-930,-1170,1,,0,1
-930,1170,1,,0,1
-1570,10,1,,0,1
330,-830,4,,0,1
1570,-1050,1,,0,1
-1570,930,1,,0,1
-1050,-1170,1,,0,1
-1110,550,4,,0,1
1190,1170,1,,0,1
1570,310,1,,0,1
-350,-770,4,,0,1
970,-1170,1,,0,1
790,1170,1,,0,1
-1570,370,1,,0,1
30,-1170,1,,0,1
610,1170,1,,0,1
-230,-10,8,,0,1
30,-850,13,,0,1
850,-1170,1,,0,1
1570,-410,1,,0,1
-290,-1170,1,,0,1
-1570,-810,1,,0,1
1450,1170,1,,0,1
90,-910,13,,0,1
1130,1170,1,,0,1
-1470,-1170,1,,0,1
-1210,-1170,1,,0,1
-210,1170,1,,0,1
1570,390,1,,0,1
1570,610,1,,0,1
-1530,-1170,1,,0,1
-1570,-990,1,,0,1
1570,-70,1,,0,1
1570,270,1,,0,1
690,-1170,1,,0,1
-950,950,4,,0,1
1210,390,8,,0,1
1370,1170,1,,0,1
1570,1170,1,,0,1
-1210,630,6,,0,1
1570,90,1,,0,1
-130,1170,1,,0,1
-1570,250,1,,0,1
1570,690,1,,0,1
-1570,-1130,1,,0,1
850,1170,1,,0,1
1570,-370,1,,0,1
-1570,-530,1,,0,1
-490,1170,1,,0,1
890,1170,1,,0,1
810,1010,6,,0,1
330,1170,1,,0,1
810,990,6,,0,1
-950,1170,1,,0,1
-1130,490,4,,0,1
1570,-870,1,,0,1
-1570,1030,1,,0,1
-1570,1010,1,,0,1
1570,490,1,,0,1
1570,410,1,,0,1
1290,-1170,1,,0,1
1150,-1170,1,,0,1
510,1170,1,,0,1
-1570,550,1,,0,1
1290,1170,1,,0,1
-1570,-830,1,,0,1
-1210,-750,4,,0,1
-810,-1170,1,,0,1
-350,-90,8,,0,1
490,670,6,,0,1
-1570,850,1,,0,1
-550,1170,1,,0,1
150,-830,13,,0,1
-250,290,6,,0,1
-530,1170,1,,0,1
910,-1170,1,,0,1
290,-950,4,,0,1
910,1170,1,,0,1
1170,1170,1,,0,1
-1570,-270,1,,0,1
-1430,-1170,1,,0,1
-1150,330,4,,0,1
-70,-210,4,,0,1
1210,1170,1,,0,1
1570,-810,1,,0,1
410,1170,1,,0,1
1370,-1170,1,,0,1
650,1170,1,,0,1
-1490,-1170,1,,0,1
