-10,-570,1,,0.0,1
-10,1170,1,,0.0,1
-110,-570,1,,0.0,1
-110,1170,1,,0.0,1
-130,-570,1,,0.0,1
-130,1170,1,,0.0,1
-150,-570,1,,0.0,1
-150,1170,1,,0.0,1
-170,-570,1,,0.0,1
-170,1170,1,,0.0,1
-190,-570,1,,0.0,1
-190,1170,1,,0.0,1
-210,-570,1,,0.0,1
-210,1170,1,,0.0,1
-230,-570,1,,0.0,1
-230,1170,1,,0.0,1
-250,-570,1,,0.0,1
-250,1170,1,,0.0,1
-270,-570,1,,0.0,1
-270,1170,1,,0.0,1
-290,-570,1,,0.0,1
-290,1170,1,,0.0,1
-30,-570,1,,0.0,1
-30,1170,1,,0.0,1
-310,-570,1,,0.0,1
-310,1170,1,,0.0,1
-330,-570,1,,0.0,1
-330,1170,1,,0.0,1
-350,-570,1,,0.0,1
-350,1170,1,,0.0,1
-370,-570,1,,0.0,1
-370,1170,1,,0.0,1
-390,-570,1,,0.0,1
-390,1170,1,,0.0,1
-410,-570,1,,0.0,1
-410,1170,1,,0.0,1
-430,-570,1,,0.0,1
-430,1170,1,,0.0,1
-450,-570,1,,0.0,1
-450,1170,1,,0.0,1
-470,-570,1,,0.0,1
-470,1170,1,,0.0,1
-490,-570,1,,0.0,1
-490,1170,1,,0.0,1
-50,-570,1,,0.0,1
-50,1170,1,,0.0,1
-510,-570,1,,0.0,1
-510,1170,1,,0.0,1
-530,-570,1,,0.0,1
-530,1170,1,,0.0,1
-550,-570,1,,0.0,1
-550,1170,1,,0.0,1
-570,-570,1,,0.0,1
-570,1170,1,,0.0,1
-590,-570,1,,0.0,1
-590,1170,1,,0.0,1
-610,-570,1,,0.0,1
-610,-590,1,,0.0,1
-610,1170,1,,0.0,1
-630,-570,1,,0.0,1
-630,1170,1,,0.0,1
-650,-570,1,,0.0,1
-650,1170,1,,0.0,1
-670,-570,1,,0.0,1
-670,1170,1,,0.0,1
-690,-570,1,,0.0,1
-690,1170,1,,0.0,1
-70,-570,1,,0.0,1
-70,1170,1,,0.0,1
-710,-570,1,,0.0,1
-710,1170,1,,0.0,1
-730,-570,1,,0.0,1
-730,1170,1,,0.0,1
-750,-570,1,,0.0,1
-750,1170,1,,0.0,1
-770,-10,1,,0.0,1
-770,-110,1,,0.0,1
-770,-130,1,,0.0,1
-770,-150,1,,0.0,1
-770,-170,1,,0.0,1
-770,-190,1,,0.0,1
-770,-210,1,,0.0,1
-770,-230,1,,0.0,1
-770,-250,1,,0.0,1
-770,-270,1,,0.0,1
-770,-290,1,,0.0,1
-770,-30,1,,0.0,1
-770,-310,1,,0.0,1
-770,-330,1,,0.0,1
-770,-350,1,,0.0,1
-770,-370,1,,0.0,1
-770,-390,1,,0.0,1
-770,-410,1,,0.0,1
-770,-430,1,,0.0,1
-770,-450,1,,0.0,1
-770,-470,1,,0.0,1
-770,-490,1,,0.0,1
-770,-50,1,,0.0,1
-770,-510,1,,0.0,1
-770,-530,1,,0.0,1
-770,-550,1,,0.0,1
-770,-570,1,,0.0,1
-770,-70,1,,0.0,1
